Event Name,Event_url,Venue Address,Venue City,Venue State,Venue Country,Latitude,Longitude,Time Zone,Date,Time
Los Angeles Lakers vs. Oklahoma City Thunder,http://www.ticketmaster.com/los-angeles-lakers-vs-oklahoma-city-los-angeles-california-01-03-2018/event/2C00530CF8870DA1,1111 S. Figueroa St,Los Angeles,California,United States Of America,34.043003,-118.267253,America/Los_Angeles,2018-01-03,19:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-10-2018/event/0300525BEE968AE8,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-10,14:00:00
Jhene Aiko: Trip (the tour),http://www.ticketmaster.com/jhene-aiko-trip-the-tour-atlanta-georgia-11-24-2017/event/0E005346F230B0E8,Kenny's Alley @ Underground Atlanta,Atlanta,Georgia,United States Of America,33.7711306,-84.3642367,America/New_York,2017-11-24,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-04-14-2018/event/070052FD7E072227,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-04-14,14:00:00
Tampa Bay Lightning v Detroit Red Wings,http://www.ticketmaster.com/tampa-bay-lightning-v-detroit-red-tampa-florida-02-15-2018/event/0D0052F8D47DB1E9,401 Channelside Dr,Tampa,Florida,United States Of America,27.942743,-82.451772,America/New_York,2018-02-15,19:30:00
Andrea Bocelli,http://www.ticketmaster.com/andrea-bocelli-new-york-new-york-12-13-2017/event/3B00526CF9D5224E,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2017-12-13,19:30:00
Eddie B,http://www.ticketmaster.com/eddie-b-red-bank-new-jersey-12-08-2017/event/1D005364D99927DE,99 Monmouth St,Red Bank,New Jersey,United States Of America,40.349071,-74.07022,America/New_York,2017-12-08,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-06-09-2018/event/03005301F71F3F8F,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-06-09,14:00:00
New York Rangers vs. Minnesota Wild,http://www.ticketmaster.com/new-york-rangers-vs-minnesota-wild-new-york-new-york-02-23-2018/event/3B0052D812791504,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-02-23,19:00:00
Monster Jam,http://www.ticketmaster.com/monster-jam-charlotte-north-carolina-01-06-2018/event/0E005309E2A6BE89,333 East Trade Street,Charlotte,North Carolina,United States Of America,35.225222,-80.839921,America/New_York,2018-01-06,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-01-24-2018/event/070052FD7D3A1F3C,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-01-24,19:30:00
Queens of the Stone Age,http://www.ticketmaster.com/queens-of-the-stone-age-san-francisco-california-02-01-2018/event/1C005351FA6676BA,99 Grove Street,San Francisco,California,United States Of America,37.778479,-122.417473,America/Los_Angeles,2018-02-01,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-26-2018/event/0300525BF0998F37,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-26,20:00:00
Detroit Red Wings vs. Boston Bruins,http://www.ticketmaster.com/detroit-red-wings-vs-boston-bruins-detroit-michigan-12-13-2017/event/08005310FD064E52,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-12-13,20:00:00
Billy Joel - In Concert,http://www.ticketmaster.com/billy-joel-in-concert-new-york-new-york-01-11-2018/event/3B00535291301752,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-01-11,20:00:00
Lindsey Stirling - Warmer in the Winter Christmas Tour,http://www.ticketmaster.com/lindsey-stirling-warmer-in-the-winter-atlanta-georgia-11-22-2017/event/0E005321E8F2D415,2800 Cobb Galleria Parkway,Atlanta,Georgia,United States Of America,33.8844269,-84.4583631,America/New_York,2017-11-22,20:00:00
Marc Anthony,http://www.ticketmaster.com/marc-anthony-rosemont-illinois-12-03-2017/event/040052A5B05F266E,6920 North Mannheim Road,Rosemont,Illinois,United States Of America,42.00499247,-87.88750024,America/Chicago,2017-12-03,19:00:00
Monster Jam,http://www.ticketmaster.com/monster-jam-el-paso-texas-03-03-2018/event/0C0053179F91430D,2501 Sun Bowl Drive - UTEP Campus,El Paso,Texas,United States Of America,31.8082647,-106.5018386,America/Denver,2018-03-03,19:00:00
Moscow Ballet's Great Russian Nutcracker,http://www.ticketmaster.com/moscow-ballets-great-russian-nutcracker-minneapolis-minnesota-12-02-2017/event/06005270C7A9AED8,910 Hennepin Avenue,Minneapolis,Minnesota,United States Of America,44.976396,-93.277509,America/Chicago,2017-12-02,15:00:00
New York Rangers vs. Toronto Maple Leafs,http://www.ticketmaster.com/new-york-rangers-vs-toronto-maple-new-york-new-york-02-01-2018/event/3B0052D8127514FA,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-02-01,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-02-14-2018/event/0300525BEEA78C33,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-02-14,20:00:00
Kenny Chesney: Trip Around the Sun Tour,http://www.ticketmaster.com/kenny-chesney-trip-around-the-sun-seattle-washington-07-07-2018/event/0F00531FD4854756,800 Occidental Ave S,Seattle,Washington,United States Of America,47.596704,-122.332085,America/Los_Angeles,2018-07-07,17:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-23-2018/event/0300525BEE9B8B0C,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-23,19:00:00
"Tyler, the Creator",http://www.ticketmaster.com/tyler-the-creator-portland-oregon-01-27-2018/event/0F005369D36833CE,300 Winning Way,Portland,Oregon,United States Of America,45.533299,-122.667442,America/Los_Angeles,2018-01-27,18:30:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-02-10-2018/event/070052FD7E262256,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-02-10,20:00:00
Orlando Magic vs. Golden State Warriors,http://www.ticketmaster.com/orlando-magic-vs-golden-state-warriors-orlando-florida-12-01-2017/event/220052FF88297A48,400 W Church St.,Orlando,Florida,United States Of America,28.539293,-81.383957,America/New_York,2017-12-01,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-06-2018/event/03005301F5A23DA5,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-03-06,19:00:00
Hallmark Channel Presents Trans-Siberian Orchestra 2017,http://www.ticketmaster.com/hallmark-channel-presents-transsiberian-orchestra-2017-greenville-south-carolina-12-08-2017/event/0E0053199EDD546D,650 North Academy Street,Greenville,South Carolina,United States Of America,34.8573121,-82.3970138,America/New_York,2017-12-08,16:00:00
Lindsey Stirling - Warmer in the Winter Christmas Tour,http://www.ticketmaster.com/lindsey-stirling-warmer-in-the-winter-chicago-illinois-12-06-2017/event/0700531FE60D6854,175 N State St,Chicago,Illinois,United States Of America,41.88537,-87.627457,America/Chicago,2017-12-06,20:00:00
"Tyler, the Creator",http://www.ticketmaster.com/tyler-the-creator-new-york-new-york-02-24-2018/event/3B00536BCF2B2A34,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-02-24,19:30:00
Washington Wizards vs. Orlando Magic,http://www.ticketmaster.com/washington-wizards-vs-orlando-magic-washington-district-of-columbia-12-23-2017/event/1500530EF9A93A79,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-23,19:00:00
Ed Sheeran: 2018 North American Stadium Tour,http://www.ticketmaster.com/ed-sheeran-2018-north-american-stadium-new-orleans-louisiana-10-31-2018/event/1B005333EA994968,1500 Poydras St,New Orleans,Louisiana,United States Of America,29.9516662,-90.0784059,America/Chicago,2018-10-31,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-21-2018/event/03005301F5A43DBB,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-03-21,14:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-04-21-2018/event/03005301F6A73EF9,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-04-21,14:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-03-25-2018/event/070052FD7E8922FE,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-03-25,14:00:00
Christmas Spectacular Starring The Radio City Rockettes,http://www.ticketmaster.com/christmas-spectacular-starring-the-radio-city-new-york-new-york-11-20-2017/event/3C0052D2FF990F75,1260 6th Avenue,New York,New York,United States Of America,40.7599136,-73.9803981,America/New_York,2017-11-20,19:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-04-03-2018/event/03005301F5ED3DD1,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-04-03,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-30-2018/event/03005301F6A23EDB,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-03-30,20:00:00
Boston Celtics vs. Chicago Bulls,http://www.ticketmaster.com/boston-celtics-vs-chicago-bulls-boston-massachusetts-04-06-2018/event/0100530EE6D25EB5,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-04-06,19:30:00
Boston Bruins vs. Buffalo Sabres,http://www.ticketmaster.com/boston-bruins-vs-buffalo-sabres-boston-massachusetts-02-10-2018/event/010052D6D7DA65A1,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-02-10,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-02-16-2018/event/0300525BF0FA8FC8,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-02-16,20:00:00
Primus,http://www.ticketmaster.com/primus-oakland-california-12-31-2017/event/1C00534DE8A2BC7F,1807 Telegraph Ave,Oakland,California,United States Of America,37.8077176,-122.2700597,America/Los_Angeles,2017-12-31,21:30:00
Hallmark Channel Presents Trans-Siberian Orchestra 2017,http://www.ticketmaster.com/hallmark-channel-presents-transsiberian-orchestra-2017-new-orleans-louisiana-12-20-2017/event/1B00530FE069A1BC,1501 Dave Dixon Drive,New Orleans,Louisiana,United States Of America,29.9489653,-90.079688,America/Chicago,2017-12-20,19:30:00
Reba McEntire,http://www.ticketmaster.com/reba-mcentire-durant-oklahoma-11-25-2017/event/0C005266DC844EB5,4418 S Hwy 69/75,Durant,Oklahoma,United States Of America,34.036254,-96.369851,America/Chicago,2017-11-25,20:00:00
New York Knicks vs. Detroit Pistons,http://www.ticketmaster.com/new-york-knicks-vs-detroit-pistons-new-york-new-york-03-31-2018/event/3B00530FF361219E,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-03-31,17:00:00
Washington Wizards vs. New York Knicks,http://www.ticketmaster.com/washington-wizards-vs-new-york-knicks-washington-district-of-columbia-01-03-2018/event/1500530EF9B53A81,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2018-01-03,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-09-2018/event/0300525BEE958AE6,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-09,19:00:00
Willie Nelson & Family,http://www.ticketmaster.com/willie-nelson-family-san-antonio-texas-11-20-2017/event/3A005343B9DF7BF8,226 East Houston Street,San Antonio,Texas,United States Of America,29.4264514,-98.4903863,America/Chicago,2017-11-20,20:00:00
Ian Anderson Presents: JETHRO TULL - 50th Anniversary Tour,http://www.ticketmaster.com/ian-anderson-presents-jethro-tull-50th-minneapolis-minnesota-08-31-2018/event/0600536DBCC24BE5,805 Hennepin Avenue,Minneapolis,Minnesota,United States Of America,44.9768315,-93.2766876,America/Chicago,2018-08-31,20:00:00
Kiss 108's Jingle Ball Presented By Capital One,http://www.ticketmaster.com/kiss-108s-jingle-ball-presented-by-boston-massachusetts-12-10-2017/event/01005342CAFE5CE6,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2017-12-10,18:00:00
Arkansas Razorbacks vs. Troy,http://www.ticketmaster.com/arkansas-razorbacks-vs-troy-north-little-rock-arkansas-12-16-2017/event/1B00533AE2FFD742,One Verizon Arena Way,North Little Rock,Arkansas,United States Of America,34.7644462,-92.2569923,America/Chicago,2017-12-16,19:00:00
Foo Fighters,http://www.ticketmaster.com/foo-fighters-eugene-oregon-12-05-2017/event/0F0052D634F78CBA,1776 E. 13th Ave,Eugene,Oregon,United States Of America,44.044972,-123.066824,America/Los_Angeles,2017-12-05,19:30:00
Oklahoma City Thunder vs. Los Angeles Lakers,http://www.ticketmaster.com/oklahoma-city-thunder-vs-los-angeles-oklahoma-city-oklahoma-01-17-2018/event/0C00530EE1D93F7C,100 West Reno,Oklahoma City,Oklahoma,United States Of America,35.463391,-97.514594,America/Chicago,2018-01-17,19:00:00
ODESZA: 2017 A Moment Apart Tour,http://www.ticketmaster.com/odesza-2017-a-moment-apart-tour-brooklyn-new-york-12-15-2017/event/000052C5B2B73E74,620 Atlantic Ave,Brooklyn,New York,United States Of America,40.68350417,-73.97661659,America/New_York,2017-12-15,19:30:00
Louis The Child: Last to Leave Tour,http://www.ticketmaster.com/louis-the-child-last-to-leave-oakland-california-12-09-2017/event/1C00530ADAF88012,1807 Telegraph Ave,Oakland,California,United States Of America,37.8077176,-122.2700597,America/Los_Angeles,2017-12-09,19:00:00
Andrea Bocelli,http://www.ticketmaster.com/andrea-bocelli-new-york-new-york-12-14-2017/event/3B00526CF9DB2251,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2017-12-14,19:30:00
Electric Christmas 2017,http://www.ticketmaster.com/electric-christmas-2017-sacramento-california-12-07-2017/event/1C00533AA83D4B50,500 David J Stern Walk,Sacramento,California,United States Of America,38.580372,-121.500231,America/Los_Angeles,2017-12-07,19:00:00
Katy Perry: Witness The Tour,http://www.ticketmaster.com/katy-perry-witness-the-tour-omaha-nebraska-11-28-2017/event/060052A9F5B16561,455 N. 10th Street,Omaha,Nebraska,United States Of America,41.2637516,-95.9284094,America/Chicago,2017-11-28,19:00:00
New York Knicks vs. Atlanta Hawks,http://www.ticketmaster.com/new-york-knicks-vs-atlanta-hawks-new-york-new-york-02-04-2018/event/3B00530FF35C2186,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-02-04,12:00:00
Y100 Jingle Ball Presented By Capital One,http://www.ticketmaster.com/y100-jingle-ball-presented-by-capital-sunrise-florida-12-17-2017/event/0D00533AFDC8CCD5,1 Panther Parkway,Sunrise,Florida,United States Of America,26.155362,-80.33023,America/New_York,2017-12-17,19:30:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-03-24-2018/event/070052FD7DF921FF,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-03-24,14:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-02-25-2018/event/0F00535AEAD14366,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-02-25,18:30:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-03-01-2018/event/0F00535AEA4B42EA,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-03-01,19:30:00
Pod Tours America,http://www.ticketmaster.com/pod-tours-america-oakland-california-12-04-2017/event/1C00530EFE2E7DC3,1807 Telegraph Ave,Oakland,California,United States Of America,37.8077176,-122.2700597,America/Los_Angeles,2017-12-04,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-27-2018/event/03005301F5DD3DC7,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-03-27,19:00:00
Katy Perry: Witness The Tour,http://www.ticketmaster.com/katy-perry-witness-the-tour-milwaukee-wisconsin-12-04-2017/event/070052ACEF6E613A,1001 North 4th Street,Milwaukee,Wisconsin,United States Of America,43.043728,-87.917166,America/Chicago,2017-12-04,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-04-06-2018/event/03005301F6A43EE5,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-04-06,20:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-04-07-2018/event/070052FD7E03221B,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-04-07,14:00:00
Anaheim Ducks vs. Arizona Coyotes,http://www.ticketmaster.com/anaheim-ducks-vs-arizona-coyotes-anaheim-california-12-31-2017/event/090052DD92C42064,2695 E. Katella,Anaheim,California,United States Of America,33.80780364,-117.87653112,America/Los_Angeles,2017-12-31,13:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-02-14-2018/event/0F00535AEA3042D5,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-02-14,19:30:00
New York Rangers vs. Boston Bruins,http://www.ticketmaster.com/new-york-rangers-vs-boston-bruins-new-york-new-york-02-07-2018/event/3B0052D8127714FE,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-02-07,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-02-17-2018/event/0300525BF0FE8FCD,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-02-17,20:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-03-11-2018/event/070052FD7E8122F9,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-03-11,14:00:00
Hallmark Channel Presents Trans-Siberian Orchestra 2017,http://www.ticketmaster.com/hallmark-channel-presents-transsiberian-orchestra-2017-newark-new-jersey-12-26-2017/event/0200530F07FEB409,25 Lafayette Street,Newark,New Jersey,United States Of America,40.73340555,-74.17121214,America/New_York,2017-12-26,20:00:00
Fresh 102.7's Holiday Jam featuring Backstreet Boys & Fergie,http://www.ticketmaster.com/fresh-1027s-holiday-jam-featuring-backstreet-new-york-new-york-12-13-2017/event/3B00535A9C053078,2124 Broadway @ 74th St,New York,New York,United States Of America,40.779925,-73.980673,America/New_York,2017-12-13,19:30:00
Arizona Cardinals vs. Tennessee Titans,http://www.ticketmaster.com/arizona-cardinals-vs-tennessee-titans-glendale-arizona-12-10-2017/event/1900528AA68D4B4D,1 Cardinals Drive,Glendale,Arizona,United States Of America,33.527308,-112.262258,America/Phoenix,2017-12-10,14:05:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-28-2018/event/0300525BF0C18F40,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-28,15:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-01-11-2018/event/070052FD7DC020D2,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-01-11,19:30:00
Hallmark Channel Presents Trans-Siberian Orchestra 2017,http://www.ticketmaster.com/hallmark-channel-presents-transsiberian-orchestra-2017-newark-new-jersey-12-26-2017/event/0200530F07FEB409,25 Lafayette Street,Newark,New Jersey,United States Of America,40.73340555,-74.17121214,America/New_York,2017-12-26,20:00:00
Fresh 102.7's Holiday Jam featuring Backstreet Boys & Fergie,http://www.ticketmaster.com/fresh-1027s-holiday-jam-featuring-backstreet-new-york-new-york-12-13-2017/event/3B00535A9C053078,2124 Broadway @ 74th St,New York,New York,United States Of America,40.779925,-73.980673,America/New_York,2017-12-13,19:30:00
Arizona Cardinals vs. Tennessee Titans,http://www.ticketmaster.com/arizona-cardinals-vs-tennessee-titans-glendale-arizona-12-10-2017/event/1900528AA68D4B4D,1 Cardinals Drive,Glendale,Arizona,United States Of America,33.527308,-112.262258,America/Phoenix,2017-12-10,14:05:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-28-2018/event/0300525BF0C18F40,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-28,15:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-01-11-2018/event/070052FD7DC020D2,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-01-11,19:30:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-02-03-2018/event/070052FD7E22224D,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-02-03,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-08-14-2018/event/03005301F6693EB7,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-08-14,19:00:00
SWAC Football Championship,http://www.ticketmaster.com/swac-football-championship-houston-texas-12-02-2017/event/3A0052BEE784328E,One NRG Park,Houston,Texas,United States Of America,29.684846,-95.407763,America/Chicago,2017-12-02,15:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-19-2018/event/0300525BF08C8F2A,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-19,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-02-27-2018/event/0300525BEEAC8C63,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-02-27,19:00:00
Detroit Pistons vs. Orlando Magic,http://www.ticketmaster.com/detroit-pistons-vs-orlando-magic-detroit-michigan-12-17-2017/event/0800530F7DA71C9A,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-12-17,16:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-04-01-2018/event/070052FD7E8E2300,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-04-01,14:00:00
UCLA Bruins Men's Basketball vs. UC Irvine Anteaters Men's Basketball,http://www.ticketmaster.com/ucla-bruins-mens-basketball-vs-uc-los-angeles-california-11-26-2017/event/0B0052D7EA7042D1,555 Westwood Plaza,Los Angeles,California,United States Of America,34.068498,-118.445406,America/Los_Angeles,2017-11-26,15:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-02-15-2018/event/0300525BEEA98C3D,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-02-15,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-24-2018/event/03005301F6A13ED6,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-03-24,20:00:00
Katy Perry: Witness The Tour,http://www.ticketmaster.com/katy-perry-witness-the-tour-detroit-michigan-12-06-2017/event/080052ACD0D93C26,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-12-06,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-18-2018/event/0300525BEE9A8B0A,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-18,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-15-2018/event/03005301F5A43DB7,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-03-15,19:00:00
Impractical Jokers 'Santiago Sent Us' Tour Starring The Tenderloins,http://www.ticketmaster.com/impractical-jokers-santiago-sent-us-tour-manchester-new-hampshire-12-14-2017/event/01005303C3C59377,555 Elm St,Manchester,New Hampshire,United States Of America,42.9860461,-71.4630832,America/New_York,2017-12-14,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-25-2018/event/03005301F6A23ED8,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-03-25,15:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-03-18-2018/event/070052FD7E8522FC,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-03-18,14:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-08-17-2018/event/03005301F6F53F71,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-08-17,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-08-16-2018/event/03005301F66A3EBD,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-08-16,19:00:00
New York Knicks vs. Milwaukee Bucks,http://www.ticketmaster.com/new-york-knicks-vs-milwaukee-bucks-new-york-new-york-02-06-2018/event/3B00530FF35C2188,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-02-06,19:30:00
Orlando Magic vs. Boston Celtics,http://www.ticketmaster.com/orlando-magic-vs-boston-celtics-orlando-florida-03-16-2018/event/220052FF887B7AA2,400 W Church St.,Orlando,Florida,United States Of America,28.539293,-81.383957,America/New_York,2018-03-16,19:00:00
Washington Capitals vs. Vegas Golden Knights,http://www.ticketmaster.com/washington-capitals-vs-vegas-golden-knights-washington-district-of-columbia-02-04-2018/event/150052D69C5B25B4,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2018-02-04,12:30:00
Monster Jam,http://www.ticketmaster.com/monster-jam-anaheim-california-02-25-2018/event/0900531CBA6D73FD,2000 Gene Autry Way,Anaheim,California,United States Of America,33.80003,-117.883043,America/Los_Angeles,2018-02-25,15:00:00
Hallmark Channel Presents Trans-Siberian Orchestra 2017,http://www.ticketmaster.com/hallmark-channel-presents-transsiberian-orchestra-2017-oakland-california-11-30-2017/event/1C005308DED67D3C,7000 Coliseum Way,Oakland,California,United States Of America,37.7515541,-122.2015715,America/Los_Angeles,2017-11-30,19:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-06-07-2018/event/03005301F60A3E45,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-06-07,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-05-27-2018/event/03005301F7613FB9,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-05-27,15:00:00
Hallmark Channel Presents Trans-Siberian Orchestra 2017,http://www.ticketmaster.com/hallmark-channel-presents-transsiberian-orchestra-2017-newark-new-jersey-12-26-2017/event/0200530F0423B27F,25 Lafayette Street,Newark,New Jersey,United States Of America,40.73340555,-74.17121214,America/New_York,2017-12-26,15:00:00
Portland Trail Blazers vs. New Orleans Pelicans,http://www.ticketmaster.com/portland-trail-blazers-vs-new-orleans-portland-oregon-12-02-2017/event/0F005310EBBA8FD2,"One Center Court, Suite 100",Portland,Oregon,United States Of America,45.53118896,-122.66645813,America/Los_Angeles,2017-12-02,19:00:00
